day,original,filled,is_missing,is_interpolated,method_used,predictors_selected,uncertainty_95_log_half_width,lower_95,upper_95
2,10.662704277543616,10.662704277543614,False,False,brownian_logprice_bridge,,,,
3,10.726619046961735,10.726619046961737,False,False,brownian_logprice_bridge,,,,
4,10.737988846707143,10.737988846707143,False,False,brownian_logprice_bridge,,,,
5,10.743113840416749,10.743113840416747,False,False,brownian_logprice_bridge,,,,
6,10.72402557056972,10.724025570569719,False,False,brownian_logprice_bridge,,,,
7,10.786055888957089,10.786055888957087,False,False,brownian_logprice_bridge,,,,
8,10.885663631883748,10.885663631883748,False,False,brownian_logprice_bridge,,,,
9,10.84342814448264,10.84342814448264,False,False,brownian_logprice_bridge,,,,
10,10.860040493955092,10.860040493955092,False,False,brownian_logprice_bridge,,,,
11,10.914051729436292,10.914051729436292,False,False,brownian_logprice_bridge,,,,
12,10.812007486003212,10.81200748600321,False,False,brownian_logprice_bridge,,,,
13,10.730431070158453,10.730431070158453,False,False,brownian_logprice_bridge,,,,
14,10.70007339100677,10.700073391006768,False,False,brownian_logprice_bridge,,,,
15,10.666033128231945,10.666033128231943,False,False,brownian_logprice_bridge,,,,
16,10.642966776936724,10.642966776936726,False,False,brownian_logprice_bridge,,,,
17,10.580460089857551,10.580460089857551,False,False,brownian_logprice_bridge,,,,
18,10.558532762406784,10.558532762406783,False,False,brownian_logprice_bridge,,,,
19,10.54126322406044,10.541263224060438,False,False,brownian_logprice_bridge,,,,
20,10.497411162530552,10.497411162530554,False,False,brownian_logprice_bridge,,,,
21,10.540752332012197,10.540752332012199,False,False,brownian_logprice_bridge,,,,
22,10.454584465739837,10.454584465739835,False,False,brownian_logprice_bridge,,,,
23,10.448510376609828,10.448510376609828,False,False,brownian_logprice_bridge,,,,
24,10.431060069415285,10.431060069415286,False,False,brownian_logprice_bridge,,,,
25,10.531035148004111,10.53103514800411,False,False,brownian_logprice_bridge,,,,
26,10.437611205913692,10.43761120591369,False,False,brownian_logprice_bridge,,,,
27,10.428675973990297,10.428675973990297,False,False,brownian_logprice_bridge,,,,
28,10.386570131427789,10.386570131427787,False,False,brownian_logprice_bridge,,,,
29,10.20916082116348,10.209160821163477,False,False,brownian_logprice_bridge,,,,
30,10.1867598593512,10.186759859351202,False,False,brownian_logprice_bridge,,,,
