day,gurkor_logreturn,guitars_logreturn,slingshots_logreturn,stocks_logreturn,sugar_logreturn,water_logreturn,tranquillity_logreturn
4161,-0.0009474506410688187,0.0021388006768544234,-0.012553096737467956,-0.008937854971788312,-0.006108321256052294,0.00013873007046603345,-0.0033279433489271084
4162,-0.0028548170822460988,0.024876260598395365,0.025110720583029492,0.003812429240158557,-0.0006155840604058135,-0.00271326229642504,0.0099082886602488
4163,0.0021847817496955056,0.0007828150370585948,0.0,0.002555958996458425,0.019867244831642285,-0.002028599963703019,0.0026044724647183983
4164,0.0014504389242217153,0.011249495678573305,0.03055435028572664,-0.010426570327521553,-0.013271141774792732,0.0016795166864035816,0.0006486849330036462
4165,0.000500948512721316,-0.0005992148082534058,0.0035616353949530165,0.0031975196138631745,0.024415028208632922,-0.002275906472146038,0.0032289701301985445
4166,-0.0016162405532469777,0.0050941039872619154,-0.006364630034669516,0.0026079753425369695,0.009734100557281926,-0.0020409274272901816,0.0025660014494765537
4167,-0.0021269781285481017,-0.0032989341608859906,0.01914373743404236,-0.008453791179985857,0.012831727341460233,-0.0018379870404625078,0.005086962779048921
4168,0.015758194714927648,0.008440475315219919,0.01418835606820657,0.011357738419027161,0.0,-0.000850932394496807,0.001892353677704745
4169,-0.0030408340017085457,-0.004280379425836091,-0.005240103169879824,-0.008490095593415485,-0.0016523589313772171,0.005150912887221798,0.025958538288892042
4170,0.00016344269724535113,-0.0023133734132283774,-0.014799614372320453,-0.006958612535342991,0.0,0.0028315674045085314,-0.0029746313682022115
4171,-0.0010361774433955018,0.018636217091595624,0.03307209510740315,-0.016860460313487185,0.016778571312258198,-0.0014659154189556828,-0.002995146229359567
4172,-0.00043702593061825754,0.00020665928627263124,-0.014493244571368928,-0.0014700033577547396,0.011525982390559533,-0.004321723399980193,-0.009725685244008103
4173,-0.003401945111938346,-0.004569376729462978,0.009306666459841718,0.00818913452291274,0.002063160563772526,-0.0005299937385208432,-0.0006151480942105535
4174,0.0017043035909690468,0.010418203573710193,0.017151370141170536,-0.006987383732201608,0.01367570838200879,0.0012356474511695254,0.009136967059641253
4175,-0.0012638426182202647,-0.004868535943194337,-0.012976898015332469,-0.0012908113495075457,-0.005015003554008099,-0.00014103904707896448,-0.006681585356515308
4176,0.0016477614881206045,-0.024323668505598875,-0.014737233407518781,-0.0026735343477087706,-0.02118929906993936,0.0032673686304259633,-0.007408187847857435
4177,0.0009856643588210814,0.015630721904739905,0.003757437845333675,0.002631491426848087,-0.003723306789647991,0.0011535052781325595,-0.0015594073555213902
4178,0.0007650842228661034,0.0035606691820992457,0.009050271715686899,0.009899986803539805,0.01367141523463202,0.00017450656477241912,-0.0009383391808103956
4179,-0.003233452305648909,0.021467336519832715,0.02289680824030081,0.010936369591291543,0.015257815619965344,-0.006008295853446805,0.012043064442561913
4180,-0.0049235873990824885,0.005425668864737461,0.006706644138178354,-0.013996999377971346,0.0019944672569042195,-0.002519301824636484,0.015848648481045866
4181,-0.0005010127245554013,-0.008064251812389777,-0.010099208397264013,0.012538374959821639,0.006909376126157306,0.0007821924833916443,-0.002650839248716494
4182,0.001279218839173222,-0.0044672117523482015,-0.014243682793029613,-0.0013743742191279636,-0.0004898979446762567,0.00010655354342632401,0.0020631605637736776
4183,0.0019947217190454483,0.008443840034276682,0.006883414855175332,-0.0049808013802184956,-0.013440558055809095,-0.0004619209488224126,0.0029304732100042417
4184,-0.0013842508114301317,0.011764132613961368,0.02509292728041323,0.003479898066111748,0.017344354964676165,-0.00028450343756058073,0.014009555469647089
4185,0.0,0.0,0.0,-0.001477485740539979,0.0009704908662071562,0.0,0.0
4186,0.0027089935220923067,0.0,-0.001028801881118233,0.009753223531607022,-0.0034062486919109675,0.0,0.0
4187,0.0015953580515514672,0.0023054837521193864,-0.010040843110610192,-0.0045814632043782695,-0.002449495957140485,0.0012788003144926254,-0.008207271676969316
4188,0.0007132625271674669,0.003482962603990298,0.004670390584724299,0.003877214309182483,-0.004940832378669742,0.0009920256796084482,0.0022993805236922746
4189,-0.0020331404033535412,0.004961259480410888,0.012060615352812783,-0.0005562710901252018,0.000992673533677257,-0.0008501689147016638,-0.009564429195014462
4190,-0.0032618541002595804,0.006481779518677152,0.004859674382696645,0.012806172483353799,0.008347352720464864,-0.002631880273214889,0.001754727566550503
4191,0.0026004078773585433,-0.01853371866044097,-0.019964644681637198,0.0006306503786857723,-0.00048660451242222457,0.004083246807832834,-0.014466693082688345
4192,-0.0021566842301731803,0.003942913211972047,0.011958565659848371,0.0004578073663808906,-0.007365261010083916,0.0003885672145757568,0.005472325303880142
4193,-0.0016663064893667585,0.0043815584209559565,-0.002141449956537542,-0.014136422935864536,-0.0004954871979587079,-0.0022656431267574217,0.003413232359204482
4194,0.000444973893337085,-0.0010437495303381307,-0.0001867130217502093,-0.008589126993687201,0.003948158844992407,-0.0006038035069795657,-0.0065532646712190045
4195,-0.0018942958043763382,0.009165149826888408,0.011699805902343565,0.002750185444013761,-0.005438021307503733,0.0013130874828684782,0.004181684815259522
4196,0.0026719047532205867,-0.00032568016667022803,-0.006501947107259651,-0.007955399790262439,0.0004971889288339817,0.0009203407576194566,-0.003282213699321886
4197,-0.0021696688685138893,-0.004350231517586107,0.00018449213612272423,0.00048795272091078256,-0.01209250692011071,0.00042411573868960203,-0.00436480540245004
4198,-0.0019564106534384423,0.008979786943050095,0.016202506791775612,0.006589080317516506,0.0,0.0003884092539838575,0.005262417465496437
4199,-0.0006166965860283682,0.0036684368209468137,-0.0060841589956488785,-0.008670166937117191,0.0180147961727577,-0.0010954990909081163,0.008875536730360751
4200,-0.0007299540492436456,0.0,0.0036785828356922816,0.010524120405613915,0.008254028426454207,0.0,0.014401003825993004
4201,0.0005616119777884669,0.01322141632927614,0.015446329783170254,-0.006516810493913988,0.0,0.0,0.0
4202,0.00016834207145516918,-0.0035133327716438305,-0.0004313184205001111,0.006634305870667347,0.0,-0.001737251152255355,0.0028237712087732423
4203,0.0005606694322511851,0.005369672687316494,0.0015507456814494599,0.0005495063773354073,0.0,-0.0004976365536023364,0.0075337263460855345
4204,-0.0030362503294520007,-0.009722751213684041,-0.009652351957112877,-0.005744046554640639,0.015588098424600605,-0.0045764557573887595,-0.0008306559406438471
4205,0.00039478755699824057,0.011219712588811579,0.012651931097216242,-0.007343502077470668,0.004155959771156844,-0.002378714312307907,-0.006703070405441684
4206,0.0031454471417101293,-0.005974492249327311,-0.00532777909921338,-0.010465952851064917,-0.0004598142111930736,0.002737991700354483,-0.0011273062316697064
4207,0.00016786490522903576,-0.002413001579807411,-0.005656655727748259,0.006637379721872396,-0.005090350551569381,-0.0006828813552590651,0.0019708697508273214
