day,original,filled,is_missing,is_interpolated,method_used,predictors_selected,uncertainty_95_log_half_width,lower_95,upper_95
2,7.766913983750171,7.76691398375017,False,False,brownian_logprice_bridge,,,,
3,7.812212900072524,7.812212900072524,False,False,brownian_logprice_bridge,,,,
4,7.795780230824736,7.795780230824736,False,False,brownian_logprice_bridge,,,,
5,7.810845230648784,7.810845230648785,False,False,brownian_logprice_bridge,,,,
6,7.797151343239071,7.797151343239072,False,False,brownian_logprice_bridge,,,,
7,7.79440880422055,7.7944088042205495,False,False,brownian_logprice_bridge,,,,
8,7.75588048315321,7.75588048315321,False,False,brownian_logprice_bridge,,,,
9,7.7544998574777235,7.7544998574777235,False,False,brownian_logprice_bridge,,,,
10,7.758640774540931,7.75864077454093,False,False,brownian_logprice_bridge,,,,
11,7.773799566324695,7.773799566324694,False,False,brownian_logprice_bridge,,,,
12,7.782051793278771,7.782051793278769,False,False,brownian_logprice_bridge,,,,
13,7.769669170616584,7.7696691706165835,False,False,brownian_logprice_bridge,,,,
14,7.7544998574777235,7.7544998574777235,False,False,brownian_logprice_bridge,,,,
15,7.748974150101173,7.748974150101172,False,False,brownian_logprice_bridge,,,,
16,7.744826498888703,7.744826498888701,False,False,brownian_logprice_bridge,,,,
17,7.728206884378297,7.728206884378297,False,False,brownian_logprice_bridge,,,,
18,7.72126828690584,7.721268286905839,False,False,brownian_logprice_bridge,,,,
19,7.662660441245197,7.662660441245196,False,False,brownian_logprice_bridge,,,,
20,7.654240126967475,7.654240126967477,False,False,brownian_logprice_bridge,,,,
21,7.661257892614325,7.661257892614323,False,False,brownian_logprice_bridge,,,,
22,7.6514306727446115,7.6514306727446115,False,False,brownian_logprice_bridge,,,,
23,7.634545653369524,7.634545653369525,False,False,brownian_logprice_bridge,,,,
24,7.644401151718832,7.644401151718833,False,False,brownian_logprice_bridge,,,,
25,7.611956339844853,7.611956339844851,False,False,brownian_logprice_bridge,,,,
26,7.614784778669633,7.614784778669634,False,False,brownian_logprice_bridge,,,,
27,7.634545653369524,7.634545653369525,False,False,brownian_logprice_bridge,,,,
28,7.614784778669633,7.614784778669634,False,False,brownian_logprice_bridge,,,,
29,7.600628869523976,7.600628869523976,False,False,brownian_logprice_bridge,,,,
30,7.604879246487646,7.604879246487645,False,False,brownian_logprice_bridge,,,,
31,7.613370730350434,7.613370730350436,False,False,brownian_logprice_bridge,,,,
32,7.621849895477189,7.621849895477188,False,False,brownian_logprice_bridge,,,,
33,7.675268361050006,7.675268361050006,False,False,brownian_logprice_bridge,,,,
34,7.633136371725321,7.63313637172532,False,False,brownian_logprice_bridge,,,,
35,7.627495852862484,7.627495852862485,False,False,brownian_logprice_bridge,,,,
36,7.622790136556194,7.622790136556195,False,False,brownian_logprice_bridge,,,,
37,7.619017497300092,7.619017497300092,False,False,brownian_logprice_bridge,,,,
38,7.616176552243692,7.616176552243691,False,False,brownian_logprice_bridge,,,,
39,7.584834596887113,7.584834596887113,False,False,brownian_logprice_bridge,,,,
40,7.56336798908228,7.5633679890822805,False,False,brownian_logprice_bridge,,,,
41,7.57339560278281,7.573395602782811,False,False,brownian_logprice_bridge,,,,
42,7.577687861556908,7.577687861556907,False,False,brownian_logprice_bridge,,,,
43,7.554759087571278,7.554759087571277,False,False,brownian_logprice_bridge,,,,
44,7.512968031663152,7.512968031663152,False,False,brownian_logprice_bridge,,,,
45,7.5071799493432145,7.507179949343215,False,False,brownian_logprice_bridge,,,,
46,7.534621791210619,7.534621791210619,False,False,brownian_logprice_bridge,,,,
47,7.534621791210619,7.534621791210619,False,False,brownian_logprice_bridge,,,,
48,7.534621791210619,7.534621791210619,False,False,brownian_logprice_bridge,,,,
49,7.544699190773585,7.544699190773587,False,False,brownian_logprice_bridge,,,,
50,7.57339560278281,7.573395602782811,False,False,brownian_logprice_bridge,,,,
51,7.53029752676705,7.53029752676705,False,False,brownian_logprice_bridge,,,,
